erakond,message
EKRE,"Avalik arutelu
„Eesti julgeolukust poliitilise korrektsuseta“
 
13. aprillil 2016
kell 10 – 12
Riigikogu konverentsisaalis

9.30 Külaliste registreerimine

10.00 „Geopoliitikast ja julgeolekualasest logistikast Eestist vaadatuna“
MART HELME, Riigikogu kaitsekomisjoni aseesimees
 
10.30 „Eesti riigikaitse nõrgad kohad ja nende ületamise võimalused“
LEO KUNNAS, reservkolonelleitnant

11.00 „Kas liitlased tahavad ja suudavad Eestit aidata?“
MARTIN HELME, konservatiivide fraktsiooni esimees

11.30 „Kaitseliidu roll tänases geopoliitilises olukorras“
HENN PÕLLUAAS, reservohvitser ja kaitseliitlane, Riigikogu väliskomisjoni liige
 
Osavõtust palume teatada urmas.espenberg@riigikogu.ee hiljemalt tänase päeva jooksul (11.aprill). Palun saatke nii oma nimi kui ka isikukood, et Riigikogu hoonesse sisenemine oleks kiirem ja ladusam. Konverentsile pääseb Riigikogu peasissekäigu parempoolsest uksest.

Urmas Espenberg
Eesti Konservatiivse Rahvaerakonna fraktsiooni nõunik
Tel: 5814 1650
E-post: urmas.espenberg@riigikogu.ee"
EKRE,"Konservatiivse Rahvaerakonna volikogu: valitsuse praegune sundliitmist peale suruv kohalike omavalitsuste reformi kava on asendustegevus reaalsele regionaalpoliitikale, mis Eesti elu edendamise asemel võimendab elu hääbumist maal."
EKRE,"MART HELME tänases Vikerraadio Reporteritunnis:

""Me peame selget vahet tegema, kas terrorism on ideoloogiline või terrorism on kriminaalne. Meil on Tallinnas 1990ndatest aastatest näiteid sellest, kuidas kriminaalid omavahel arveid õiendasid. See ei olnud ideoloogilises plaanis oht riigile. See, mis toimub praegu Euroopas, on ideoloogiline terrorism, ja selle taga on islami fundamentalism, mis on omakorda väga selgelt seotud rändevoogudega. Need inimesed, kes praegu Euroopasse tulevad, on pärit kõige radikaliseerunumatest piirkondadest.

Vabandavalt või õigustatult rõhutatakse praegu seda, et Brüsseli pommipanijad olid Belgia kodanikud. Aga kuidas nad Belgia kodanikeks said? Kust on tekkinud see kolmanda põlvkonna moslemi kogukond? See on tekkinud sisserändest. 
Sada aastat tagasi Belgias moslemeid praktiliselt ei olnud. Saja aasta jooksul on sinna tekkinud radikaliseerunud kogukond, mida toidab Lähis-Ida jätkuv radikaliseerumine ja mis peab täiesti selget ususõda Euroopa ja Euroopa väärtuste vastu.

Ja Euroopa taandub! Saksamaal luuakse rongivaguneid naistele, et vältida nende ahistamist ja soovitatakse inimestel teatud piirkondades mitte liikuda. Kus need euroopalikud väärtused siis nüüd on? Nende väärtuste eest tuleb seista ja nende eest tuleb võidelda. Kõigepealt on vaja identifitseerida vaenlane. Aga Euroopa ei ole praegu võimeline oma poliitilises korrektsuses seda tegema. 

Iiri Vabariiklik Armee, IRA, oli poliitiline terrorism, mida oli väga raske maha suruda ja mis pole tänini lõpuni likvideeritud, aga nüüdseks on leitud mingisugunegi poliitiline kompromiss. Aga arvestame seda, et need olid kultuuriliselt väga sarnased, ühe riigi kodanikud, kellega on lepituse leidmine mõnevõrra lihtsam kui nendega, kes ütlevad allahu akbar ja lasevad end ise õhku. 

Me ei tee kriitikat nende immigrantide aadressil, kes siia tulevad või kes on siia toodud. Meie kriitika on suunatud valitsusel pihta, kes ei oska ette näha 20 või 50 aastat. Meile hakkab siia tulema 25-30 inimest kuus, aga neile võivad lisanduda pereliikmed, samuti tullakse Euroopa Liidust Schengeni viisadega. Meie läheduses, näiteks Stockholmis, juba on suured kogukonnad. Ühel hetkel me avastame, et meil on tuhandeid inimesi, kes hakkavad nõudma oma õigusi. Ja kui nad neid õigusi ei saa, siis nad radikaliseeruvad ja kui nad radikaliseeruvad, võivad nad hakata tegema terroriakte.""

Kuula kogu saadet: http://vikerraadio.err.ee/v/reporteritund/saated/21deb055-404b-4025-b005-53de7c6da8f3/reporteritund-opositsioonitund"
EKRE,Eesti Aeg/Nädal Riigikogus 21-24.03.16
EKRE,
EKRE,
EKRE,Kuno Tammearu rääkis konservatiividele Päästeameti probleemidest ja visioonidest
EKRE,Konservatiivid: kõik poliitilised jõud peaksid olema komisjonides esindatud.
EKRE,
EKRE,Konservatiivse Rahvaerakonna fraktsiooni liikmed vabariigi 98.aastapäeval.
EKRE,
EKRE,Eesti metsa peremeesteks peaksid olema eeskätt kohalikud inimesed.
EKRE,"Konservatiivse Rahvaerakonna juhatuse liige Maria Kaljuste on EVEA Ettevõtluskonkursil kategoorias Aasta Naisettevõtja valitud kolme nominendi hulka.

Maria valmistab oma kodutalus ürtidest, marjadest ja puuviljadest siirupit, äädikat, keediseid, vürtsmoosi ja kastmeid. Samuti kuulub Maria MTÜ Ogarate talude võrgustiku juhatusse, mis tegeleb talude ühisturundusega. 

EVEA Ettevõtluskonkursi pidulik auhinnatseremoonia, kus kuulutatakse välja ka võitjad, toimub sel neljapäeval 4. veebruaril algusega kell 19 Park Inn by Radisson Meriton Conference & Spa Hotel Tallinn konverentsikeskuses."
EKRE,Aktuaalse Kaamera uudis Tartu rahu konverentsist. Intervjuu Mart Helmega!
EKRE,Kooseluseadus ilma rakendusaktideta ei toimi ka notarite vaatevinklist
EKRE,"Martin Helme: ""Olukorras, kus haigekassal pole raha tõsiste haiguste raviks, ravijärjekorrad on kuude pikkused, hambaravi ei kompenseerita ja vähihaigete jaoks kogutakse raha jõulukampaaniate korras, on soovahetusoperatsiooni kulude katmine haigekassast võrdne rahva mõnitamisega."""
EKRE,Mart Helme: okupatsioonikahjude väljanõudmisest loobumisega eiravad Kaljurand ja Rõivas Riigikogu korraldusi ja koos sellega ka põhiseadust.
EKRE,"Martin Helme ja Heinz Valk Tallinna TV saates ""Horisont""."
EKRE,"Poliitilised oponendid Riigikogus pugivad juba eelmise nädala reedest verivorste, aga meie veel töötame. Täna esitasime erakooliseaduse muutmise eelnõule mitu parandusettepanekut, millest üks peab aitama takistada moslemikoolide tekkimist."
EKRE,Meie fraktsiooni liikmed oma esimesel kohtumisel Riigikogu jõuluvanaga.
EKRE,Videomagasin - Nädal Riigikogus 7-11.12.2015
EKRE,"Konservatiivse Rahvaerakonna noorteühenduse Sinine Äratus liige Triin Kuusk kirjutab kooseluseadusest, mis puudutab meid kõiki ühiskonnas."
EKRE,"Läänemaa piirkonna juhi Hardi Rehkalti sõnul toimub Haapsalu enne jõule meeleavaldus, et juhtida tähelepanu illegaalse immigratsiooni põhjustatud ohtudele Eestis."
EKRE,EKRE Naisühenduse heategevusüritus
EKRE,EKREkate fännid ja kohtujad on selgunud
EKRE,"Kõige rohkem on novembrikuus tõusnud EKRE toetus: 12 protsendile. 
Aitäh, et olete meiega! Koos oleme tugevad!"
EKRE,"Loomulikult võib süüdata küünla, jagada Facebooki seinal rahu märki või panna Twitteris mõne hashtagi, kuid see ei tohi olla ettekäändeks mitte rääkida probleemi põhjustest ja lahendustest. Põhjuseks on immigratsioon, lahenduseks on piiride sulgemine ja immigrantide tagasisaatmine sinna, kust nad tulid."
EKRE,
EKRE,Probleemide uurimiseks moodustati probleemne komisjon...
EKRE,Järelkuulatav veebilehel kuma.fm või homme Kuma raadios kl 14:00
EKRE,"Et Eesti rahval on seoses pagulaste tulekuga palju küsimusi ja ka hirme, näitas see, et eile tuli Raplas Konservatiivse Rahvaerakonna poolt korraldatud massiimmigratsiooni temaatilisele õhtule saal huvilistest täis.

TV3 tegi uudisloo:"
EKRE,"OLETE OODATUD: täna kell 12.00-15.00 Tallinnas Nõmme turul!

Erakonna Tallinna ringkondade massiimmigratsioonivastane ühiskampaania. 

Kogume allkirju petitsioonile konservatiivse immigratsioonipoliitika toetuseks ja referendumi korraldamiseks antud küsimuses. Pakume kohvi ja erakonna sümboolikaga meeneid, vestleme aktuaalsetel poliitilistel päevateemadel.

Kohtumiseni täna!"
EKRE,Teisitiarvajate tagaajamine toob diktatuuri
EKRE,Sakslaste toetus pagulaste vastuvõtmisele väheneb.
EKRE,
EKRE,Piirilepingu ratifitseerimine on terve mõistuse vastane
EKRE,Rõivas ei näe piiride valvamises hetkel probleemi?
EKRE,"Eilne Foorumi saade, kus meie erakonna poolt oli Martin Helme."
EKRE,Noored rahvuslased väljendasid solidaarsust oma piire ja vabadust kaitsva Ungariga
EKRE,Reformi- ja mõne muu erakonna rahaveskid tuleb sõltumatult läbi uurida
EKRE,"Täna on meie erakonna juht Mart Helme ETV Foorumi saates, algus kell 21.40.

Saatetutvustus: järjest süvenev põgenikekriis paneb nii Euroopa kui Eesti põhimõtteliste valikute ette. Foorum analüüsib seekord, kas Euroopa Komisjoni presidendi ettepanekud aitavad seda olukorda lahendada ja kuidas ikkagi meie peaksime käituma. Stuudios on Marina Kaljurand, Mart Helme, Margus Tsahkna ja Mailis Reps. Saatejuht on Ilmar Raag."
EKRE,
EKRE,"Olukorrast Saksamaal, pagulastega seoses:http://onneparl.blogspot.com/2015/09/paadipogenikest-xxiv-mama-merkeli-kutse.html"
EKRE,Stabiilsus võimaldab haarata uusi sihtrühmi
EKRE,"Astuge läbi ja arutleme koos, kuidas Eesti paremaks muuta..."
EKRE,"Mart Helme: riik peaks tunnustama kõiki Teises maailmasõjas saksa mundris sõdinud mehi

Eesti Konservatiivne Rahvaerakond väljendab arusaamatust ning nördimust, et täna Sinimägedes toimunud mälestustseremoonia korralduskomitee otsustas sel aastal mitte anda sõna Eesti Konservatiivse Rahvaerakonna esimehele Mart Helmele. 

Sinimägede suurlahingus langenud sõjameeste mälestusürituse korraldajate põhjendus, et Mart Helme eelmise aasta kõne seisukohad olid liialt päevapoliitilised ja ei sobi oma loomult apoliitilise üritusega, on konservatiivse rahvaerakonna hinnangul selgelt otsitud.

„Ütlesin toona, et Konservatiivne Rahvaerakond tunnustab võimule tulles kõiki Teises maailmasõjas saksa mundris sõdinud mehi, aga samuti ka metsavendi, Eesti riigi eest sõdinud veteranidena. Just seda sõnumit on Sinimägedes, aga ka mujal Eestis punavägede vastu sõdinud mehed Eesti valitsustelt asjatult oodanud nüüdseks juba rohkem kui kakskümmend aastat,“ ütles Mart Helme.

Ka Mart Helme isa Enn Helme võitles kolmanda piirikaitse rügemendi allohvitserina Narva all ja Peipsi ääres ning suri 2003. aastal, jõudmata Eesti riigi poolset tunnustust ära oodata.

Korralduskomitee otsus on seda hämmastavam, et Sinimägede mälestusürituste korraldamise algaegadest peale on sinna oodatud valitsuse ja riigikogu esindajaid. Riigikogu praeguse koosseisu riigikaitsekomitee aseesimehena oleks Mart Helme olnud üks kõrgemaid Eesti riigi esindajaid, kes Sinimägede kangelastele riigi nimel austust oleks avaldanud. Korralduskomitee arusaamatul kombel seda ei soovinud.

„Loobudes oma kangelaste austamisest, ja seda juba terve inimpõlve vältel, on Eesti riik ja selle valitsused andnud tegelikult propagandavõidu Venemaale,“ ütles Helme. „Nii  tunnistab riik salamisi, et peab ka ise ennesõjaaegse Eesti Vabariigi viimase legitiimse peaministri Jüri Uluotsa üleskutsel Punaarmee vastu saksa mundris võitlusse astunud eesti mehi fašistideks.“

Eesti Konservatiivne Rahvaerakond on seisukohal, et nii Eesti valitsuse kui korralduskomitee käitumine on lühinägelik ja arg ning 1944. aasta võitlustes osalenud meeste ja nende mälestuse suhtes solvav.

 Kodanikualgatuse korras korraldatav iga-aastane mälestusüritus Sinimägedes on üksnes kattevari sellele, et tegelikult tunneb valitsus toimuva pärast piinlikkust ega taha Teise maailmasõja raskele tõele silma vaadata. Toimuv oleks veel mõistetav, kui valitsus ilmutaks samasugust printsipiaalsust ka 9. mail ja ei osaleks oma liikmetega Eesti okupeerimist glorifitseerivatel üritustel.

""Ma ei ole isiklikult solvunud,"" ütles Konservatiivse Rahvaerakonna esimees Mart Helme. ""Marionetid teevad seda, mida peremehed käsivad. Näeme seda antud juhul veel üks liigne kord. Aga ma lähen isa hauale ja palun tema ees Eesti riigi pärast vabandust. Kogu okupatsiooni aja kuulus ta nende 70 000 mehe hulka, kes olid sõdinud valel poolel. Ja kahetsusväärselt on ta seda endiselt ka Eesti Vabariigis."""
EKRE,"Konservatiivne Rahvaerakond on alati olnud seisukohal, et Eesti ei pea maksma Kreeka võlgu ning uus abipakett oleks kuritegu meie oma rahva vastu."
EKRE,Eesti Rahva Erakonna Eestuba ootab 15.augustil kaasamõtlejaid oma alale
EKRE,Mare avalik kiri presidendile!
EKRE,https://www.youtube.com/watch?v=g1mEa84Y4f8&feature=youtu.be&t=4h44m17s
EKRE,"Uuring kinnitab, et eestimaalsed massiliselt uusi migrante näha ei soovi"
EKRE,"Aitäh kõigile, kes te täna meeleavaldusele massilise sisserände vastu välja tulite.

Ainult rohke oma arvamuse väljanäitamine annab valitsusele sõnumi, et illegaalsete immigrantide massiline Eestisse toomine on meie rahvale vastuvõetamatu."
EKRE,"EKRE korraldab Toompeal immigratsioonivastase meeleavalduse

TALLINN, 4. juuni, BNS - Eesti Konservatiivne Rahvaerakond (EKRE) korraldab järgmisel nädala kolmapäeval Toompeal protsestimeeleavalduse massimmigratsiooni vastu.

""Loodame, et võimalikult selge ja tugev rahva seisukoht massimmigratsiooni vastu aitab valitsusel säilitada selgroogu ning seista eesti rahva huvide eest,"" teatas BNS-ile EKRE esimees Mart Helme, toonitades, et päev hiljem, neljapäeval arutab valitsus Eesti seisukohta immigrantide kvoodisüsteemi suhtes.

Helme teatel ootab EKRE meeleavaldusele kõiki, ""kes ei hääletanud parlamendivalimistel tuhandete immigrantide Eestisse toomise ja maksutõusude poolt""."
EKRE,EKRE fraktsiooni uudiseid
EKRE,http://bhruzzland.balanss.ee/isamaa/ensv-ev/533-mueuet-meie-venelastest?fb_action_ids=381252895395731&fb_action_types=og.likes&fb_source=other_multiline&action_object_map=%5B843328332428249%5D&action_type_map=%5B%22og.likes%22%5D&action_ref_map=%5B%5D
EKRE,http://uueduudised.ee/eesti-eurosaadikute-haaletus-on-vastuolus-valitsuse-immigratsioonipoliitikaga/
EKRE,Konservatiivse Rahvaerakonna noortekogu Sinine Äratus liige kirjutab Postimehes massiimmigratsiooni ohtudest.
EKRE,"Eesti Konservatiivse Rahvaerakonna Lääne-Virumaa ringkonda juhib Anti Poolamets

18. aprillil toimunud Eesti Konservatiivse Rahvaerakonna Lääne-Virumaa ringkonna üldkoosolekul valiti erakonna Lääne-Virumaa ringkonna esimeheks Anti Poolamets. Ringkonna juhatuse liikmed on Aigar Põder ja Arno Pikhof. 

„Lääne-Viru ringkond on end uue energiaga käima saanud, ent vajab süsteemset tööd osakondade taaskäivitamiseks ja kavakindlat ülesehitamist nagu kogu erakond,“ ütles Poolamets. „Kavatseme panna rõhku mitte üksnes organisatsioonilisele tegevusele, vaid ka loengutele ning diskussiooniõhtutele klubilises vormis.“

Anti Poolamets on jurist ja ajaloolane. Ta on töötanud Sisekaitseakadeemia riigiõiguse ja ajaloo lektorina ja mitmes koolis riigikaitse õpetajana. Ta on kirjastanud mitmeid raamatuid ning teinud dokumentaalfilme konsultandi, stsenaristi ja režissöörina."
EKRE,http://www.delfi.ee/news/paevauudised/eesti/video-jaak-madison-kui-rahvuslus-kui-eestimeelsus-kui-konservatiivsus-on-natsism-siis-ma-olengi-nats?id=71328301
EKRE,"Riigikogus registreeriti toetusrühm traditsioonilise perekonna kaitseks

Täna registreeriti Riigikogus toetusrühm traditsioonilise perekonna kaitseks, toetusrühma juhiks valiti Eesti Konservatiivse Rahvaerakonna fraktsiooni juht Martin Helme.

Toetusrühm kinnitas tänasel koosolekul toetusrühma statuudi, milles on määratletud toetusrühma eesmärgid. Traditsioonilise pere kaitse toetusrühm on kokku kutsutud ühendamaks erakondade üleselt inimesi, kelle sooviks on tugevdada ja edendada traditsioonilise pere rolli Eesti ühiskonnas.

Toetusrühm defineerib traditsioonilise perekonnana ühe mehe ja ühe naise vahelise püsiva liidu, mille lahutamatuks osaks on nende ühiste laste eest hoolitsemine ning nende kasvatamine alates lapse eostamisest kuni tema täisealiseks saamiseni.

Toetusrühma poliitilisteks eesmärkideks parlamendis on Eesti põhiseaduse paragrahv 27 täiendamine perekonna mõiste osas vastavalt rühma statuudile, kooseluseaduse rakendusaktide jõustamise takistamine, kooseluseaduse tühistamine.

Asutamiskoosolekul kinnitatud statuudi järgi saab Traditsioonilise pere kaitse toetusrühma liikmeks olla riigikogu saadik, kes kinnitab oma allkirjaga, et kavatseb hääletada statuudis sätestatud eesmärkide jõustamise poolt.

„Kõik riigikogu liikmed on jätkuvalt oodatud grupiga liituma. Loodame, et ka need Reformierakonna liikmed, kes esialgu näitasid huvi toetusgrupi töös kaasa lüüa, aga millegipärast täna ei pidanud oluliseks kohale tulla, panevad ka oma allkirja alla ja näitavad oma poolehoidu sätestatud eesmärkidele. Kui nad mõne aja jooksul seda ei tee, siis me ei saa neid vastavalt statuudile lugeda toetusrühma liikmeteks,” ütles Martin Helme.

Täna kella kümneks olid kõik Riigikogu liikmed kutsutud traditsioonilise perekonna kaitseks loodava Riigikogu toetusgrupi asutamist lõpule viima. Kohale tuli 7 inimest, kõik Eesti Konservatiivse Rahvaerakonna fraktsiooni liikmed."
EKRE,"Teisipäeval, 21.04.2015 algusega 18.00 toimub Konservatiivse Rahvaerakonna naisteühenduse kohtumine erakonna fraktsiooniga ja sellele järgnev koosolek Toompea lossis ruumis L241. Vajalik kaasa võtta isikut tõendav dokument.

Kõik liituda soovijad on oodatud. Palun andke osalussoovist teada hiljemalt 19.04.2015 kristi.kaevand@riigikogu.ee (andmeid on ette vaja teada Toompea lossi sissepääsuks)."
EKRE,http://huikajad.blogspot.com/2015/03/jaak-valge-eesti-sonavabadus-ja.html
EKRE,"Eesti Konservatiivse Rahvaerakonna Harju- ja Rapla ringkonna esimeheks valiti Siim Pohlak

Täna valiti Eesti Konservatiivse Rahvaerakonna Harju- ja Rapla ringkonnale uus esimees, kelleks on ettevõtja, Kose vallavolikogu liige ja Tallinna Ülikooli riigiteaduste üliõpilane Siim Pohlak.

Harju- ja Raplamaa ringkonna värske esimehena peab Pohlak oluliseks alustada aktiivset tegevust erakonna kandepinna laiendamisel, kaasata uusi liikmeid ja suurendada praeguste liikmete aktiivsust.

„Anname uue hoo konservatiivse rahvaerakonna kohapealsete osakondade arendamisele, kaasame kogukondi ja seisame nii erakonna kui ka riigi tasandil vastu maapiirkondades elu hääbumisele ja teatud piirkondade magalateks muutumisele. Maapiirkonnad peavad saama taas atraktiivseks elukeskkonnaks,” ütles Pohlak.

""Meie erakonna üks tugevusi on kindlasti see, et nii meie ringkonnas kui ka erakonnas üldiselt on energiast ja teotahtest pakatavaid noori, aga samas ka vanemaid inimesi, kes elukogemusega oskavad hoiatada võimalike karide eest. Ühiselt tegutsedes ja teineteist täiendades suudame teoks teha ringkonna eesmärgid ja plaanid.""

Konservatiivse Rahvaerakonna Harju- Ja Rapla ringkonna aseesimeesteks valiti senine aseesimees Paul Puustusmaa Harjumaalt ja Järvakandi vallavanem Mart Järvik Raplamaalt.

Siim Pohlak on sündinud 1985. aastal. Ta elab Harjumaal, Kose vallas, tegutseb ettevõtjana ning on Kose vallavolikogu liige. Kõrghariduse omandamine on tal lõpusirgel Tallinna Ülikooli Riigiteaduste instituudis, haldus- ja ärikorralduse erialal."
